predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
recovery_abs_diff,transfer_score_str,0,per_ckpt,all,72,-0.0685,0.5115,-0.0727,0.4805,layer_31
recovery_abs_diff,overall_score_str,0,per_ckpt,all,72,-0.0379,0.7363,-0.0692,0.4885,layer_31
recovery_abs_diff,transfer_margin_str,0,per_ckpt,all,72,0.0848,0.3207,0.0577,0.4645,layer_31
recovery_abs_diff,overall_margin_str,0,per_ckpt,all,72,0.0062,0.958,-0.0057,0.959,layer_31
recovery_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1711,0.0869,-0.1914,0.0549,layer_31
recovery_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1735,0.0929,-0.1733,0.0919,layer_31
recovery_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.151,0.1499,-0.1288,0.2368,layer_31
recovery_signed_diff,accuracy_majority,0,per_ckpt,all,72,-0.1288,0.5644,-0.1331,0.5654,layer_31
recovery_signed_diff,overall_score,0,per_ckpt,all,72,-0.2191,0.2757,-0.2506,0.2088,layer_31
recovery_signed_diff,transfer_score,0,per_ckpt,all,72,-0.2243,0.2248,-0.2333,0.1918,layer_31
recovery_signed_diff,transfer_score_str,0,per_ckpt,all,72,-0.3286,0.0719,-0.3381,0.0749,layer_31
recovery_signed_diff,overall_score_str,0,per_ckpt,all,72,-0.2227,0.2478,-0.2564,0.2228,layer_31
recovery_signed_diff,transfer_margin_str,0,per_ckpt,all,72,-0.1605,0.5684,-0.157,0.5724,layer_31
recovery_signed_diff,overall_margin_str,0,per_ckpt,all,72,-0.3478,0.1109,-0.328,0.1389,layer_31
recovery_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1326,0.5734,-0.1339,0.5864,layer_31
recovery_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1351,0.5704,-0.1448,0.5295,layer_31
recovery_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1085,0.6204,-0.1122,0.6094,layer_31
recovery_min,accuracy_majority,0,per_ckpt,all,72,-0.1824,0.1868,-0.163,0.2987,layer_31
recovery_min,overall_score,0,per_ckpt,all,72,-0.192,0.4346,-0.2375,0.2148,layer_31
recovery_min,transfer_score,0,per_ckpt,all,72,-0.2509,0.2148,-0.2579,0.1489,layer_31
recovery_min,transfer_score_str,0,per_ckpt,all,72,-0.2307,0.4805,-0.282,0.1898,layer_31
recovery_min,overall_score_str,0,per_ckpt,all,72,-0.1618,0.4595,-0.1859,0.3846,layer_31
recovery_min,transfer_margin_str,0,per_ckpt,all,72,-0.176,0.5435,-0.1522,0.4446,layer_31
recovery_min,overall_margin_str,0,per_ckpt,all,72,-0.3081,0.3197,-0.3055,0.1578,layer_31
recovery_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1016,0.4995,-0.1051,0.5425,layer_31
recovery_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1163,0.4905,-0.1325,0.4196,layer_31
recovery_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1095,0.4346,-0.1078,0.4655,layer_31
recovery_max,accuracy_majority,0,per_ckpt,all,72,-0.3077,0.049,-0.3026,0.018,layer_31
recovery_max,overall_score,0,per_ckpt,all,72,-0.2381,0.2208,-0.3701,0.03,layer_31
recovery_max,transfer_score,0,per_ckpt,all,72,-0.3064,0.049,-0.4179,0.007,layer_31
recovery_max,transfer_score_str,0,per_ckpt,all,72,-0.1807,0.4565,-0.3267,0.1299,layer_31
recovery_max,overall_score_str,0,per_ckpt,all,72,-0.1348,0.5904,-0.2375,0.2747,layer_31
recovery_max,transfer_margin_str,0,per_ckpt,all,72,0.0254,0.9081,-0.075,0.7063,layer_31
recovery_max,overall_margin_str,0,per_ckpt,all,72,-0.1898,0.4456,-0.2775,0.2088,layer_31
recovery_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.2709,0.0829,-0.2935,0.022,layer_31
recovery_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.3138,0.035,-0.299,0.017,layer_31
recovery_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.2589,0.0619,-0.2304,0.0729,layer_31
recovery_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.1288,0.5644,-0.0291,0.9181,layer_31
recovery_norm_asym,overall_score,0,per_ckpt,all,72,-0.2191,0.2757,-0.2208,0.2687,layer_31
recovery_norm_asym,transfer_score,0,per_ckpt,all,72,-0.2243,0.2248,-0.1979,0.2877,layer_31
recovery_norm_asym,transfer_score_str,0,per_ckpt,all,72,-0.3286,0.0719,-0.3277,0.0729,layer_31
recovery_norm_asym,overall_score_str,0,per_ckpt,all,72,-0.2227,0.2478,-0.2401,0.2488,layer_31
recovery_norm_asym,transfer_margin_str,0,per_ckpt,all,72,-0.1605,0.5684,-0.2001,0.4815,layer_31
recovery_norm_asym,overall_margin_str,0,per_ckpt,all,72,-0.3478,0.1109,-0.3724,0.0859,layer_31
recovery_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1326,0.5734,-0.0297,0.9111,layer_31
recovery_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1351,0.5704,-0.0492,0.8312,layer_31
recovery_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1085,0.6204,-0.0054,0.985,layer_31
recovery_abs_ratio,accuracy_majority,0,per_ckpt,all,72,-0.1312,0.1648,-0.0874,0.3606,layer_31
recovery_abs_ratio,overall_score,0,per_ckpt,all,72,-0.1369,0.2168,-0.0531,0.6074,layer_31
recovery_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.1652,0.1279,-0.0762,0.4555,layer_31
recovery_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.0685,0.5115,0.0069,0.9321,layer_31
recovery_abs_ratio,overall_score_str,0,per_ckpt,all,72,-0.0379,0.7363,-0.0073,0.9451,layer_31
recovery_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,0.0848,0.3207,0.0884,0.2657,layer_31
recovery_abs_ratio,overall_margin_str,0,per_ckpt,all,72,0.0062,0.958,0.0784,0.4076,layer_31
recovery_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1711,0.0869,-0.1533,0.1339,layer_31
recovery_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1735,0.0929,-0.1183,0.2338,layer_31
recovery_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.151,0.1499,-0.091,0.3886,layer_31
recovery_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.1852,0.3996,-0.1091,0.5485,layer_31
recovery_signed_ratio,overall_score,0,per_ckpt,all,72,-0.3411,0.2028,-0.211,0.1918,layer_31
recovery_signed_ratio,transfer_score,0,per_ckpt,all,72,-0.3759,0.0649,-0.2059,0.1648,layer_31
recovery_signed_ratio,transfer_score_str,0,per_ckpt,all,72,-0.4425,0.0689,-0.2665,0.0829,layer_31
recovery_signed_ratio,overall_score_str,0,per_ckpt,all,72,-0.3194,0.1948,-0.2058,0.2098,layer_31
recovery_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.2341,0.5065,-0.0985,0.6573,layer_31
recovery_signed_ratio,overall_margin_str,0,per_ckpt,all,72,-0.4884,0.0979,-0.2521,0.1349,layer_31
recovery_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1806,0.4496,-0.1502,0.4246,layer_31
recovery_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1735,0.4436,-0.132,0.4545,layer_31
recovery_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.145,0.4905,-0.083,0.6503,layer_31
recovery_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.1288,0.5644,-0.0017,0.997,layer_31
recovery_log_ratio,overall_score,0,per_ckpt,all,72,-0.2191,0.2757,-0.2059,0.2987,layer_31
recovery_log_ratio,transfer_score,0,per_ckpt,all,72,-0.2243,0.2248,-0.1807,0.3417,layer_31
recovery_log_ratio,transfer_score_str,0,per_ckpt,all,72,-0.3286,0.0719,-0.3202,0.0799,layer_31
recovery_log_ratio,overall_score_str,0,per_ckpt,all,72,-0.2227,0.2478,-0.2334,0.2667,layer_31
recovery_log_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.1605,0.5684,-0.2093,0.4815,layer_31
recovery_log_ratio,overall_margin_str,0,per_ckpt,all,72,-0.3478,0.1109,-0.3849,0.0849,layer_31
recovery_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1326,0.5734,-0.0041,0.98,layer_31
recovery_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1351,0.5704,-0.0188,0.9371,layer_31
recovery_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1085,0.6204,0.0284,0.9161,layer_31
drop_minus_recovery_abs_diff,accuracy_majority,0,per_ckpt,all,72,0.1088,0.4086,0.0744,0.5914,layer_31
drop_minus_recovery_abs_diff,overall_score,0,per_ckpt,all,72,0.1105,0.4685,0.1047,0.5425,layer_31
drop_minus_recovery_abs_diff,transfer_score,0,per_ckpt,all,72,0.0913,0.5145,0.0441,0.7622,layer_31
drop_minus_recovery_abs_diff,transfer_score_str,0,per_ckpt,all,72,-0.0919,0.6064,-0.079,0.6783,layer_31
drop_minus_recovery_abs_diff,overall_score_str,0,per_ckpt,all,72,-0.1334,0.4875,-0.1449,0.4945,layer_31
drop_minus_recovery_abs_diff,transfer_margin_str,0,per_ckpt,all,72,-0.0878,0.5924,-0.1074,0.5544,layer_31
drop_minus_recovery_abs_diff,overall_margin_str,0,per_ckpt,all,72,-0.2249,0.2108,-0.2391,0.2128,layer_31
drop_minus_recovery_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0331,0.7822,0.0215,0.8691,layer_31
drop_minus_recovery_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.1252,0.3347,0.101,0.4466,layer_31
drop_minus_recovery_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.0943,0.4555,0.0938,0.4585,layer_31
drop_minus_recovery_signed_diff,accuracy_majority,0,per_ckpt,all,72,0.002,0.993,0.0148,0.9491,layer_31
drop_minus_recovery_signed_diff,overall_score,0,per_ckpt,all,72,0.2703,0.1528,0.3203,0.0829,layer_31
drop_minus_recovery_signed_diff,transfer_score,0,per_ckpt,all,72,0.1866,0.3127,0.1942,0.2867,layer_31
drop_minus_recovery_signed_diff,transfer_score_str,0,per_ckpt,all,72,0.2334,0.1978,0.2257,0.2388,layer_31
drop_minus_recovery_signed_diff,overall_score_str,0,per_ckpt,all,72,0.2965,0.1089,0.247,0.2537,layer_31
drop_minus_recovery_signed_diff,transfer_margin_str,0,per_ckpt,all,72,0.1829,0.5055,0.1416,0.6154,layer_31
drop_minus_recovery_signed_diff,overall_margin_str,0,per_ckpt,all,72,0.3991,0.048,0.3909,0.0519,layer_31
drop_minus_recovery_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0238,0.9081,0.043,0.8611,layer_31
drop_minus_recovery_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.016,0.95,0.0594,0.7862,layer_31
drop_minus_recovery_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0305,0.9071,-0.0014,0.996,layer_31
drop_minus_recovery_min,accuracy_majority,0,per_ckpt,all,72,0.11,0.4775,0.1286,0.4056,layer_31
drop_minus_recovery_min,overall_score,0,per_ckpt,all,72,0.3391,0.0639,0.393,0.038,layer_31
drop_minus_recovery_min,transfer_score,0,per_ckpt,all,72,0.3399,0.03,0.3605,0.033,layer_31
drop_minus_recovery_min,transfer_score_str,0,per_ckpt,all,72,0.4095,0.0599,0.4578,0.034,layer_31
drop_minus_recovery_min,overall_score_str,0,per_ckpt,all,72,0.4491,0.03,0.4451,0.035,layer_31
drop_minus_recovery_min,transfer_margin_str,0,per_ckpt,all,72,0.2366,0.2767,0.2215,0.3137,layer_31
drop_minus_recovery_min,overall_margin_str,0,per_ckpt,all,72,0.6056,0.002,0.6089,0.001,layer_31
drop_minus_recovery_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1197,0.4236,0.1447,0.3536,layer_31
drop_minus_recovery_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.037,0.7882,0.0869,0.5425,layer_31
drop_minus_recovery_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.085,0.5345,0.0962,0.4845,layer_31
drop_minus_recovery_max,accuracy_majority,0,per_ckpt,all,72,0.2056,0.2278,0.1859,0.2298,layer_31
drop_minus_recovery_max,overall_score,0,per_ckpt,all,72,0.4009,0.011,0.449,0.008,layer_31
drop_minus_recovery_max,transfer_score,0,per_ckpt,all,72,0.3912,0.005,0.3615,0.032,layer_31
drop_minus_recovery_max,transfer_score_str,0,per_ckpt,all,72,0.3052,0.1898,0.328,0.1698,layer_31
drop_minus_recovery_max,overall_score_str,0,per_ckpt,all,72,0.2623,0.3037,0.2528,0.3207,layer_31
drop_minus_recovery_max,transfer_margin_str,0,per_ckpt,all,72,0.148,0.5035,0.0915,0.6913,layer_31
drop_minus_recovery_max,overall_margin_str,0,per_ckpt,all,72,0.3161,0.1928,0.3061,0.2238,layer_31
drop_minus_recovery_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1632,0.3417,0.1488,0.3247,layer_31
drop_minus_recovery_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.1784,0.2478,0.1749,0.2148,layer_31
drop_minus_recovery_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1742,0.2677,0.1761,0.2308,layer_31
drop_minus_recovery_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.0723,0.7423,-0.1333,0.5055,layer_31
drop_minus_recovery_norm_asym,overall_score,0,per_ckpt,all,72,0.1991,0.2817,0.1103,0.5804,layer_31
drop_minus_recovery_norm_asym,transfer_score,0,per_ckpt,all,72,0.1244,0.4875,0.0153,0.9391,layer_31
drop_minus_recovery_norm_asym,transfer_score_str,0,per_ckpt,all,72,0.1029,0.6044,0.0373,0.8781,layer_31
drop_minus_recovery_norm_asym,overall_score_str,0,per_ckpt,all,72,0.2337,0.2008,0.116,0.6174,layer_31
drop_minus_recovery_norm_asym,transfer_margin_str,0,per_ckpt,all,72,0.1988,0.4476,0.1963,0.3906,layer_31
drop_minus_recovery_norm_asym,overall_margin_str,0,per_ckpt,all,72,0.3918,0.05,0.3185,0.1119,layer_31
drop_minus_recovery_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0425,0.8432,-0.0975,0.6364,layer_31
drop_minus_recovery_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0748,0.7403,-0.1704,0.4156,layer_31
drop_minus_recovery_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.115,0.5944,-0.177,0.3516,layer_31
drop_minus_recovery_abs_ratio,accuracy_majority,0,per_ckpt,all,72,0.0071,0.962,-0.0014,0.993,layer_31
drop_minus_recovery_abs_ratio,overall_score,0,per_ckpt,all,72,0.2086,0.2627,0.2079,0.3377,layer_31
drop_minus_recovery_abs_ratio,transfer_score,0,per_ckpt,all,72,0.1643,0.3556,0.1563,0.4815,layer_31
drop_minus_recovery_abs_ratio,transfer_score_str,0,per_ckpt,all,72,0.2347,0.3247,0.3265,0.2028,layer_31
drop_minus_recovery_abs_ratio,overall_score_str,0,per_ckpt,all,72,0.1348,0.6054,0.2518,0.3477,layer_31
drop_minus_recovery_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,0.3315,0.0749,0.3105,0.1419,layer_31
drop_minus_recovery_abs_ratio,overall_margin_str,0,per_ckpt,all,72,0.1635,0.4975,0.4011,0.1309,layer_31
drop_minus_recovery_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0208,0.8911,-0.0047,0.981,layer_31
drop_minus_recovery_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.057,0.6523,-0.077,0.5355,layer_31
drop_minus_recovery_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0203,0.8851,-0.0235,0.8791,layer_31
drop_minus_recovery_signed_ratio,accuracy_majority,0,per_ckpt,all,72,0.2234,0.1968,0.2333,0.0629,layer_31
drop_minus_recovery_signed_ratio,overall_score,0,per_ckpt,all,72,0.4282,0.007,0.2494,0.019,layer_31
drop_minus_recovery_signed_ratio,transfer_score,0,per_ckpt,all,72,0.3971,0.009,0.2508,0.031,layer_31
drop_minus_recovery_signed_ratio,transfer_score_str,0,per_ckpt,all,72,0.4571,0.015,0.3135,0.0529,layer_31
drop_minus_recovery_signed_ratio,overall_score_str,0,per_ckpt,all,72,0.4375,0.025,0.2402,0.039,layer_31
drop_minus_recovery_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,0.2382,0.2777,0.0563,0.1868,layer_31
drop_minus_recovery_signed_ratio,overall_margin_str,0,per_ckpt,all,72,0.5816,0.005,0.2216,0.0559,layer_31
drop_minus_recovery_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.245,0.1618,0.2203,0.0699,layer_31
drop_minus_recovery_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.1641,0.3437,0.1446,0.2677,layer_31
drop_minus_recovery_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1771,0.2857,0.2183,0.049,layer_31
drop_minus_recovery_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0298,0.9081,-0.028,0.9041,layer_31
drop_minus_recovery_log_ratio,overall_score,0,per_ckpt,all,72,0.239,0.2078,0.2463,0.2228,layer_31
drop_minus_recovery_log_ratio,transfer_score,0,per_ckpt,all,72,0.1659,0.3626,0.1457,0.4276,layer_31
drop_minus_recovery_log_ratio,transfer_score_str,0,per_ckpt,all,72,0.1422,0.4585,0.124,0.5395,layer_31
drop_minus_recovery_log_ratio,overall_score_str,0,per_ckpt,all,72,0.2698,0.1528,0.2198,0.3117,layer_31
drop_minus_recovery_log_ratio,transfer_margin_str,0,per_ckpt,all,72,0.1859,0.4885,0.1574,0.5764,layer_31
drop_minus_recovery_log_ratio,overall_margin_str,0,per_ckpt,all,72,0.4203,0.038,0.4201,0.042,layer_31
drop_minus_recovery_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0031,0.988,-0.0048,0.979,layer_31
drop_minus_recovery_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0052,0.985,0.0134,0.96,layer_31
drop_minus_recovery_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.062,0.7902,-0.0462,0.8442,layer_31
drop_over_recovery_abs_diff,accuracy_majority,0,per_ckpt,all,72,0.0847,0.5235,0.0772,0.5015,layer_31
drop_over_recovery_abs_diff,overall_score,0,per_ckpt,all,72,0.1412,0.2977,0.1805,0.1858,layer_31
drop_over_recovery_abs_diff,transfer_score,0,per_ckpt,all,72,0.1301,0.3107,0.1111,0.3956,layer_31
drop_over_recovery_abs_diff,transfer_score_str,0,per_ckpt,all,72,0.0691,0.6354,0.0964,0.5035,layer_31
drop_over_recovery_abs_diff,overall_score_str,0,per_ckpt,all,72,0.0409,0.8012,0.067,0.6633,layer_31
drop_over_recovery_abs_diff,transfer_margin_str,0,per_ckpt,all,72,0.0641,0.6274,0.0494,0.7123,layer_31
drop_over_recovery_abs_diff,overall_margin_str,0,per_ckpt,all,72,0.0741,0.6264,0.0859,0.5744,layer_31
drop_over_recovery_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0114,0.9171,0.0224,0.8232,layer_31
drop_over_recovery_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0842,0.4885,0.067,0.5385,layer_31
drop_over_recovery_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.0474,0.7313,0.0694,0.5684,layer_31
drop_over_recovery_signed_diff,accuracy_majority,0,per_ckpt,all,72,0.0708,0.7612,0.0519,0.8172,layer_31
drop_over_recovery_signed_diff,overall_score,0,per_ckpt,all,72,0.3105,0.0809,0.3052,0.1099,layer_31
drop_over_recovery_signed_diff,transfer_score,0,per_ckpt,all,72,0.2554,0.1508,0.2214,0.2358,layer_31
drop_over_recovery_signed_diff,transfer_score_str,0,per_ckpt,all,72,0.3193,0.0619,0.341,0.0569,layer_31
drop_over_recovery_signed_diff,overall_score_str,0,per_ckpt,all,72,0.2973,0.1079,0.2492,0.2358,layer_31
drop_over_recovery_signed_diff,transfer_margin_str,0,per_ckpt,all,72,0.2006,0.4635,0.1674,0.5415,layer_31
drop_over_recovery_signed_diff,overall_margin_str,0,per_ckpt,all,72,0.4012,0.049,0.3492,0.1009,layer_31
drop_over_recovery_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0851,0.7193,0.0687,0.7702,layer_31
drop_over_recovery_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.066,0.7812,0.0823,0.7203,layer_31
drop_over_recovery_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.0278,0.8921,0.03,0.9001,layer_31
drop_over_recovery_min,accuracy_majority,0,per_ckpt,all,72,0.1688,0.2777,0.1975,0.1658,layer_31
drop_over_recovery_min,overall_score,0,per_ckpt,all,72,0.3755,0.035,0.377,0.008,layer_31
drop_over_recovery_min,transfer_score,0,per_ckpt,all,72,0.3752,0.016,0.4071,0.01,layer_31
drop_over_recovery_min,transfer_score_str,0,per_ckpt,all,72,0.448,0.037,0.3848,0.017,layer_31
drop_over_recovery_min,overall_score_str,0,per_ckpt,all,72,0.4934,0.012,0.267,0.1878,layer_31
drop_over_recovery_min,transfer_margin_str,0,per_ckpt,all,72,0.2231,0.3017,0.1375,0.4565,layer_31
drop_over_recovery_min,overall_margin_str,0,per_ckpt,all,72,0.6335,0.001,0.3757,0.033,layer_31
drop_over_recovery_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1823,0.2378,0.2045,0.1349,layer_31
drop_over_recovery_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0977,0.5055,0.1826,0.1608,layer_31
drop_over_recovery_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1388,0.3487,0.1487,0.2517,layer_31
drop_over_recovery_max,accuracy_majority,0,per_ckpt,all,72,0.2298,0.1718,0.1938,0.2218,layer_31
drop_over_recovery_max,overall_score,0,per_ckpt,all,72,0.4215,0.004,0.4017,0.016,layer_31
drop_over_recovery_max,transfer_score,0,per_ckpt,all,72,0.4087,0.002,0.3537,0.033,layer_31
drop_over_recovery_max,transfer_score_str,0,per_ckpt,all,72,0.3287,0.1499,0.3261,0.1568,layer_31
drop_over_recovery_max,overall_score_str,0,per_ckpt,all,72,0.2872,0.2517,0.2263,0.3347,layer_31
drop_over_recovery_max,transfer_margin_str,0,per_ckpt,all,72,0.1369,0.5485,0.1308,0.5514,layer_31
drop_over_recovery_max,overall_margin_str,0,per_ckpt,all,72,0.3293,0.1768,0.3105,0.2098,layer_31
drop_over_recovery_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1881,0.2657,0.1457,0.3816,layer_31
drop_over_recovery_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.202,0.1918,0.175,0.2368,layer_31
drop_over_recovery_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1965,0.1968,0.1568,0.3077,layer_31
drop_over_recovery_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.01,0.973,-0.0057,0.976,layer_31
drop_over_recovery_norm_asym,overall_score,0,per_ckpt,all,72,0.2313,0.2328,0.2375,0.2238,layer_31
drop_over_recovery_norm_asym,transfer_score,0,per_ckpt,all,72,0.1772,0.3367,0.1819,0.3077,layer_31
drop_over_recovery_norm_asym,transfer_score_str,0,per_ckpt,all,72,0.2545,0.1548,0.249,0.1708,layer_31
drop_over_recovery_norm_asym,overall_score_str,0,per_ckpt,all,72,0.2857,0.1239,0.2249,0.2617,layer_31
drop_over_recovery_norm_asym,transfer_margin_str,0,per_ckpt,all,72,0.2349,0.3896,0.1975,0.4655,layer_31
drop_over_recovery_norm_asym,overall_margin_str,0,per_ckpt,all,72,0.434,0.03,0.3958,0.0559,layer_31
drop_over_recovery_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0095,0.972,0.0005,1.0,layer_31
drop_over_recovery_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0092,0.964,-0.0017,0.992,layer_31
drop_over_recovery_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.045,0.8472,-0.0465,0.8352,layer_31
drop_over_recovery_abs_ratio,accuracy_majority,0,per_ckpt,all,72,0.0043,0.957,0.034,0.7792,layer_31
drop_over_recovery_abs_ratio,overall_score,0,per_ckpt,all,72,-0.0687,0.5814,-0.0715,0.6244,layer_31
drop_over_recovery_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.0711,0.5365,-0.0623,0.6723,layer_31
drop_over_recovery_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.1728,0.1958,-0.1516,0.3856,layer_31
drop_over_recovery_abs_ratio,overall_score_str,0,per_ckpt,all,72,-0.2027,0.1279,-0.1814,0.2857,layer_31
drop_over_recovery_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.0479,0.6813,-0.0926,0.5385,layer_31
drop_over_recovery_abs_ratio,overall_margin_str,0,per_ckpt,all,72,-0.212,0.0739,-0.2384,0.1289,layer_31
drop_over_recovery_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0761,0.4815,-0.0121,0.9151,layer_31
drop_over_recovery_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0265,0.8102,0.0861,0.4805,layer_31
drop_over_recovery_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0256,0.8282,0.0266,0.8681,layer_31
drop_over_recovery_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.01,0.973,-0.0498,0.7752,layer_31
drop_over_recovery_signed_ratio,overall_score,0,per_ckpt,all,72,0.2313,0.2328,0.089,0.5884,layer_31
drop_over_recovery_signed_ratio,transfer_score,0,per_ckpt,all,72,0.1772,0.3367,0.0296,0.8531,layer_31
drop_over_recovery_signed_ratio,transfer_score_str,0,per_ckpt,all,72,0.2545,0.1548,0.0638,0.6843,layer_31
drop_over_recovery_signed_ratio,overall_score_str,0,per_ckpt,all,72,0.2857,0.1239,0.0397,0.8242,layer_31
drop_over_recovery_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,0.2349,0.3896,0.1332,0.4895,layer_31
